,Gate Voltage,Gate Current,Gate Time (ms),Drain Voltage,Drain Current,Gate Time
"18,691",5.00E-01,3.21E-05,173.800000,-6.00E-01,-1.41E-04,0.173800
"18,692",5.00E-01,3.29E-05,173.820000,-6.00E-01,-1.42E-04,0.173820
"18,693",5.00E-01,3.17E-05,173.840000,-6.00E-01,-1.41E-04,0.173840
"18,694",5.00E-01,3.24E-05,173.860000,-6.00E-01,-1.41E-04,0.173860
"18,695",5.00E-01,3.25E-05,173.880000,-6.00E-01,-1.41E-04,0.173880
"18,696",5.00E-01,3.09E-05,173.900000,-6.00E-01,-1.41E-04,0.173900
"18,697",5.00E-01,3.30E-05,173.920000,-6.00E-01,-1.41E-04,0.173920
"18,698",5.00E-01,3.09E-05,173.940000,-6.00E-01,-1.42E-04,0.173940
"18,699",5.00E-01,3.18E-05,173.960000,-6.00E-01,-1.42E-04,0.173960
"18,700",5.00E-01,3.20E-05,173.980000,-6.00E-01,-1.41E-04,0.173980
"18,701",5.00E-01,3.27E-05,174.000000,-6.00E-01,-1.41E-04,0.174000
"18,702",5.00E-01,3.30E-05,174.020000,-6.00E-01,-1.42E-04,0.174020
"18,703",5.00E-01,3.00E-05,174.040000,-6.00E-01,-1.41E-04,0.174040
"18,704",5.00E-01,3.14E-05,174.060000,-6.00E-01,-1.39E-04,0.174060
"18,705",5.00E-01,3.23E-05,174.080000,-6.00E-01,-1.41E-04,0.174080
"18,706",5.00E-01,3.20E-05,174.100000,-6.00E-01,-1.42E-04,0.174100
"18,707",5.00E-01,3.03E-05,174.120000,-6.00E-01,-1.41E-04,0.174120
"18,708",5.00E-01,3.07E-05,174.140000,-6.00E-01,-1.41E-04,0.174140
"18,709",5.00E-01,3.03E-05,174.160000,-6.00E-01,-1.42E-04,0.174160
"18,710",5.00E-01,3.08E-05,174.180000,-6.00E-01,-1.41E-04,0.174180
"18,711",5.00E-01,3.08E-05,174.200000,-6.00E-01,-1.41E-04,0.174200
"18,712",5.00E-01,3.29E-05,174.220000,-6.00E-01,-1.43E-04,0.174220
"18,713",5.00E-01,3.27E-05,174.240000,-6.00E-01,-1.42E-04,0.174240
"18,714",5.00E-01,3.16E-05,174.260000,-6.00E-01,-1.41E-04,0.174260
"18,715",5.00E-01,3.40E-05,174.280000,-6.00E-01,-1.41E-04,0.174280
"18,716",5.00E-01,3.06E-05,174.300000,-6.00E-01,-1.40E-04,0.174300
"18,717",5.00E-01,3.11E-05,174.320000,-6.00E-01,-1.40E-04,0.174320
"18,718",5.00E-01,3.17E-05,174.340000,-6.00E-01,-1.42E-04,0.174340
"18,719",5.00E-01,3.05E-05,174.360000,-6.00E-01,-1.41E-04,0.174360
"18,720",5.00E-01,3.15E-05,174.380000,-6.00E-01,-1.39E-04,0.174380
"18,721",5.00E-01,3.22E-05,174.400000,-6.00E-01,-1.42E-04,0.174400
"18,722",5.00E-01,3.11E-05,174.420000,-6.00E-01,-1.40E-04,0.174420
"18,723",5.00E-01,3.20E-05,174.440000,-6.00E-01,-1.40E-04,0.174440
"18,724",5.00E-01,2.99E-05,174.460000,-6.00E-01,-1.41E-04,0.174460
"18,725",5.00E-01,3.25E-05,174.480000,-6.00E-01,-1.40E-04,0.174480
"18,726",5.00E-01,3.30E-05,174.500000,-6.00E-01,-1.40E-04,0.174500
"18,727",5.00E-01,3.14E-05,174.520000,-6.00E-01,-1.41E-04,0.174520
"18,728",5.00E-01,3.10E-05,174.540000,-6.00E-01,-1.42E-04,0.174540
"18,729",5.00E-01,3.33E-05,174.560000,-6.00E-01,-1.43E-04,0.174560
"18,730",5.00E-01,3.18E-05,174.580000,-6.00E-01,-1.40E-04,0.174580
"18,731",5.00E-01,3.27E-05,174.600000,-6.00E-01,-1.41E-04,0.174600
"18,732",5.00E-01,3.12E-05,174.620000,-6.00E-01,-1.41E-04,0.174620
"18,733",5.00E-01,3.21E-05,174.640000,-6.00E-01,-1.41E-04,0.174640
"18,734",5.00E-01,3.37E-05,174.660000,-6.00E-01,-1.42E-04,0.174660
"18,735",5.00E-01,3.12E-05,174.680000,-6.00E-01,-1.41E-04,0.174680
"18,736",5.01E-01,3.22E-05,174.700000,-6.00E-01,-1.41E-04,0.174700
"18,737",5.00E-01,3.23E-05,174.720000,-6.00E-01,-1.41E-04,0.174720
"18,738",5.00E-01,3.07E-05,174.740000,-6.00E-01,-1.41E-04,0.174740
"18,739",5.00E-01,3.04E-05,174.760000,-6.00E-01,-1.39E-04,0.174760
"18,740",5.00E-01,3.16E-05,174.780000,-6.00E-01,-1.41E-04,0.174780
"18,741",5.00E-01,3.24E-05,174.800000,-6.00E-01,-1.41E-04,0.174800
"18,742",5.00E-01,3.01E-05,174.820000,-6.00E-01,-1.41E-04,0.174820
"18,743",5.00E-01,3.20E-05,174.840000,-6.00E-01,-1.41E-04,0.174840
"18,744",5.00E-01,3.26E-05,174.860000,-6.00E-01,-1.41E-04,0.174860
"18,745",5.00E-01,3.08E-05,174.880000,-6.00E-01,-1.40E-04,0.174880
"18,746",5.00E-01,3.14E-05,174.900000,-6.00E-01,-1.41E-04,0.174900
"18,747",5.00E-01,3.10E-05,174.920000,-6.00E-01,-1.41E-04,0.174920
"18,748",5.00E-01,3.07E-05,174.940000,-6.00E-01,-1.41E-04,0.174940
"18,749",5.00E-01,3.15E-05,174.960000,-6.00E-01,-1.42E-04,0.174960
"18,750",5.00E-01,3.17E-05,174.980000,-6.00E-01,-1.40E-04,0.174980
"18,751",5.00E-01,3.15E-05,175.000000,-6.00E-01,-1.39E-04,0.175000
"18,752",5.00E-01,3.06E-05,175.020000,-6.00E-01,-1.40E-04,0.175020
"18,753",5.00E-01,3.19E-05,175.040000,-6.00E-01,-1.41E-04,0.175040
"18,754",5.00E-01,3.19E-05,175.060000,-6.00E-01,-1.42E-04,0.175060
"18,755",5.00E-01,3.12E-05,175.080000,-6.00E-01,-1.42E-04,0.175080
"18,756",5.00E-01,3.06E-05,175.100000,-6.00E-01,-1.41E-04,0.175100
"18,757",5.00E-01,3.25E-05,175.120000,-6.00E-01,-1.41E-04,0.175120
"18,758",5.00E-01,3.07E-05,175.140000,-6.00E-01,-1.40E-04,0.175140
"18,759",5.00E-01,3.20E-05,175.160000,-6.00E-01,-1.41E-04,0.175160
"18,760",5.00E-01,3.18E-05,175.180000,-6.00E-01,-1.41E-04,0.175180
"18,761",5.00E-01,3.03E-05,175.200000,-6.00E-01,-1.40E-04,0.175200
"18,762",5.01E-01,3.07E-05,175.220000,-6.00E-01,-1.40E-04,0.175220
"18,763",5.00E-01,3.24E-05,175.240000,-6.00E-01,-1.40E-04,0.175240
"18,764",5.00E-01,3.26E-05,175.260000,-6.00E-01,-1.41E-04,0.175260
"18,765",5.00E-01,3.18E-05,175.280000,-6.00E-01,-1.39E-04,0.175280
"18,766",5.00E-01,3.18E-05,175.300000,-6.00E-01,-1.42E-04,0.175300
"18,767",5.00E-01,3.05E-05,175.320000,-6.00E-01,-1.40E-04,0.175320
"18,768",5.00E-01,3.21E-05,175.340000,-6.00E-01,-1.40E-04,0.175340
"18,769",5.00E-01,3.15E-05,175.360000,-6.00E-01,-1.41E-04,0.175360
"18,770",5.00E-01,3.12E-05,175.380000,-6.00E-01,-1.41E-04,0.175380
"18,771",5.00E-01,3.21E-05,175.400000,-6.00E-01,-1.42E-04,0.175400
"18,772",5.00E-01,3.13E-05,175.420000,-6.00E-01,-1.40E-04,0.175420
"18,773",5.00E-01,3.16E-05,175.440000,-6.00E-01,-1.41E-04,0.175440
"18,774",5.00E-01,3.14E-05,175.460000,-6.00E-01,-1.40E-04,0.175460
"18,775",5.00E-01,3.21E-05,175.480000,-6.00E-01,-1.41E-04,0.175480
"18,776",5.00E-01,3.07E-05,175.500000,-6.00E-01,-1.41E-04,0.175500
"18,777",5.00E-01,3.25E-05,175.520000,-6.00E-01,-1.42E-04,0.175520
"18,778",5.00E-01,3.16E-05,175.540000,-6.00E-01,-1.40E-04,0.175540
"18,779",5.00E-01,3.20E-05,175.560000,-6.00E-01,-1.39E-04,0.175560
"18,780",5.00E-01,3.22E-05,175.580000,-6.00E-01,-1.40E-04,0.175580
"18,781",5.00E-01,3.15E-05,175.600000,-6.00E-01,-1.40E-04,0.175600
"18,782",5.00E-01,3.10E-05,175.620000,-6.00E-01,-1.41E-04,0.175620
"18,783",5.00E-01,3.18E-05,175.640000,-6.00E-01,-1.40E-04,0.175640
"18,784",5.00E-01,3.26E-05,175.660000,-6.00E-01,-1.41E-04,0.175660
"18,785",5.00E-01,3.12E-05,175.680000,-6.00E-01,-1.40E-04,0.175680
"18,786",5.00E-01,3.27E-05,175.700000,-6.00E-01,-1.41E-04,0.175700
"18,787",5.00E-01,3.17E-05,175.720000,-6.00E-01,-1.41E-04,0.175720
"18,788",5.00E-01,3.04E-05,175.740000,-6.00E-01,-1.39E-04,0.175740
"18,789",5.00E-01,3.29E-05,175.760000,-6.00E-01,-1.42E-04,0.175760
"18,790",5.00E-01,3.05E-05,175.780000,-6.00E-01,-1.40E-04,0.175780
"18,791",5.00E-01,3.17E-05,175.800000,-6.00E-01,-1.41E-04,0.175800
"18,792",5.01E-01,3.19E-05,175.820000,-6.00E-01,-1.42E-04,0.175820
"18,793",5.00E-01,3.16E-05,175.840000,-6.00E-01,-1.39E-04,0.175840
"18,794",5.00E-01,3.32E-05,175.860000,-6.00E-01,-1.41E-04,0.175860
"18,795",5.00E-01,2.99E-05,175.880000,-6.00E-01,-1.40E-04,0.175880
"18,796",5.00E-01,3.24E-05,175.900000,-6.00E-01,-1.41E-04,0.175900
"18,797",5.00E-01,3.23E-05,175.920000,-6.00E-01,-1.40E-04,0.175920
"18,798",5.00E-01,3.15E-05,175.940000,-6.00E-01,-1.41E-04,0.175940
"18,799",5.00E-01,3.22E-05,175.960000,-6.00E-01,-1.42E-04,0.175960
"18,800",5.00E-01,3.19E-05,175.980000,-6.00E-01,-1.39E-04,0.175980
"18,801",5.00E-01,3.17E-05,176.000000,-6.00E-01,-1.41E-04,0.176000
"18,802",5.00E-01,3.10E-05,176.020000,-6.00E-01,-1.40E-04,0.176020
"18,803",5.00E-01,3.23E-05,176.040000,-6.00E-01,-1.40E-04,0.176040
"18,804",5.00E-01,3.16E-05,176.060000,-6.00E-01,-1.41E-04,0.176060
"18,805",5.00E-01,3.10E-05,176.080000,-6.00E-01,-1.40E-04,0.176080
"18,806",5.00E-01,3.10E-05,176.100000,-6.00E-01,-1.41E-04,0.176100
"18,807",5.00E-01,3.20E-05,176.120000,-6.00E-01,-1.39E-04,0.176120
"18,808",5.00E-01,3.12E-05,176.140000,-6.00E-01,-1.42E-04,0.176140
"18,809",5.00E-01,3.25E-05,176.160000,-6.00E-01,-1.40E-04,0.176160
"18,810",5.00E-01,3.17E-05,176.180000,-6.00E-01,-1.41E-04,0.176180
"18,811",5.00E-01,3.15E-05,176.200000,-6.00E-01,-1.41E-04,0.176200
"18,812",5.00E-01,3.05E-05,176.220000,-6.00E-01,-1.40E-04,0.176220
"18,813",5.00E-01,3.11E-05,176.240000,-6.00E-01,-1.42E-04,0.176240
"18,814",5.00E-01,3.17E-05,176.260000,-6.00E-01,-1.40E-04,0.176260
"18,815",5.00E-01,3.05E-05,176.280000,-6.00E-01,-1.42E-04,0.176280
"18,816",5.00E-01,3.20E-05,176.300000,-6.00E-01,-1.39E-04,0.176300
"18,817",5.00E-01,2.98E-05,176.320000,-6.00E-01,-1.41E-04,0.176320
"18,818",5.00E-01,3.09E-05,176.340000,-6.00E-01,-1.41E-04,0.176340
"18,819",5.00E-01,3.12E-05,176.360000,-6.00E-01,-1.41E-04,0.176360
"18,820",5.00E-01,3.24E-05,176.380000,-6.00E-01,-1.41E-04,0.176380
"18,821",5.00E-01,3.09E-05,176.400000,-6.00E-01,-1.40E-04,0.176400
"18,822",5.00E-01,3.17E-05,176.420000,-6.00E-01,-1.40E-04,0.176420
"18,823",5.00E-01,3.10E-05,176.440000,-6.00E-01,-1.40E-04,0.176440
"18,824",5.00E-01,3.09E-05,176.460000,-6.00E-01,-1.41E-04,0.176460
"18,825",5.00E-01,3.07E-05,176.480000,-6.00E-01,-1.40E-04,0.176480
"18,826",5.00E-01,3.13E-05,176.500000,-6.00E-01,-1.41E-04,0.176500
"18,827",5.00E-01,3.11E-05,176.520000,-6.01E-01,-1.40E-04,0.176520
"18,828",5.00E-01,3.13E-05,176.540000,-6.00E-01,-1.40E-04,0.176540
"18,829",5.00E-01,3.11E-05,176.560000,-6.00E-01,-1.41E-04,0.176560
"18,830",5.00E-01,3.12E-05,176.580000,-6.00E-01,-1.40E-04,0.176580
"18,831",5.00E-01,3.10E-05,176.600000,-6.00E-01,-1.41E-04,0.176600
"18,832",5.00E-01,3.18E-05,176.620000,-6.00E-01,-1.40E-04,0.176620
"18,833",5.00E-01,3.12E-05,176.640000,-6.00E-01,-1.41E-04,0.176640
"18,834",5.00E-01,3.16E-05,176.660000,-6.00E-01,-1.39E-04,0.176660
"18,835",5.00E-01,2.99E-05,176.680000,-6.00E-01,-1.41E-04,0.176680
"18,836",5.00E-01,3.15E-05,176.700000,-6.00E-01,-1.40E-04,0.176700
"18,837",5.00E-01,3.09E-05,176.720000,-6.00E-01,-1.40E-04,0.176720
"18,838",5.00E-01,3.17E-05,176.740000,-6.00E-01,-1.41E-04,0.176740
"18,839",5.00E-01,3.17E-05,176.760000,-6.00E-01,-1.39E-04,0.176760
"18,840",5.00E-01,3.22E-05,176.780000,-6.00E-01,-1.41E-04,0.176780
"18,841",5.00E-01,3.06E-05,176.800000,-6.00E-01,-1.41E-04,0.176800
"18,842",5.00E-01,3.10E-05,176.820000,-6.00E-01,-1.39E-04,0.176820
"18,843",5.00E-01,3.06E-05,176.840000,-6.00E-01,-1.40E-04,0.176840
"18,844",5.00E-01,3.20E-05,176.860000,-6.00E-01,-1.42E-04,0.176860
"18,845",5.00E-01,3.02E-05,176.880000,-6.00E-01,-1.39E-04,0.176880
"18,846",5.00E-01,3.17E-05,176.900000,-6.00E-01,-1.41E-04,0.176900
"18,847",5.00E-01,3.04E-05,176.920000,-6.00E-01,-1.38E-04,0.176920
"18,848",5.00E-01,3.10E-05,176.940000,-6.00E-01,-1.40E-04,0.176940
"18,849",5.00E-01,3.20E-05,176.960000,-6.00E-01,-1.40E-04,0.176960
"18,850",5.00E-01,2.92E-05,176.980000,-6.00E-01,-1.40E-04,0.176980
"18,851",5.01E-01,3.28E-05,177.000000,-6.00E-01,-1.42E-04,0.177000
"18,852",5.00E-01,3.06E-05,177.020000,-6.00E-01,-1.39E-04,0.177020
"18,853",5.00E-01,3.26E-05,177.040000,-6.00E-01,-1.40E-04,0.177040
"18,854",5.00E-01,3.21E-05,177.060000,-6.00E-01,-1.40E-04,0.177060
"18,855",5.00E-01,3.09E-05,177.080000,-6.00E-01,-1.40E-04,0.177080
"18,856",5.00E-01,3.25E-05,177.100000,-6.00E-01,-1.40E-04,0.177100
"18,857",5.00E-01,3.20E-05,177.120000,-6.00E-01,-1.41E-04,0.177120
"18,858",5.00E-01,2.90E-05,177.140000,-6.00E-01,-1.39E-04,0.177140
"18,859",5.00E-01,3.13E-05,177.160000,-6.00E-01,-1.41E-04,0.177160
"18,860",5.00E-01,3.18E-05,177.180000,-6.00E-01,-1.40E-04,0.177180
"18,861",5.00E-01,3.13E-05,177.200000,-6.00E-01,-1.39E-04,0.177200
"18,862",5.00E-01,3.15E-05,177.220000,-6.00E-01,-1.41E-04,0.177220
"18,863",5.00E-01,2.96E-05,177.240000,-6.00E-01,-1.39E-04,0.177240
"18,864",5.00E-01,3.20E-05,177.260000,-6.00E-01,-1.40E-04,0.177260
"18,865",5.00E-01,3.14E-05,177.280000,-6.00E-01,-1.39E-04,0.177280
"18,866",5.00E-01,3.07E-05,177.300000,-6.00E-01,-1.39E-04,0.177300
"18,867",5.00E-01,3.25E-05,177.320000,-6.00E-01,-1.40E-04,0.177320
"18,868",5.00E-01,3.27E-05,177.340000,-6.00E-01,-1.39E-04,0.177340
"18,869",5.00E-01,3.03E-05,177.360000,-6.00E-01,-1.40E-04,0.177360
"18,870",5.00E-01,3.11E-05,177.380000,-6.00E-01,-1.41E-04,0.177380
"18,871",5.00E-01,3.05E-05,177.400000,-6.00E-01,-1.40E-04,0.177400
"18,872",5.00E-01,3.20E-05,177.420000,-6.00E-01,-1.40E-04,0.177420
"18,873",5.00E-01,3.17E-05,177.440000,-6.00E-01,-1.39E-04,0.177440
"18,874",5.00E-01,3.01E-05,177.460000,-6.00E-01,-1.40E-04,0.177460
"18,875",5.00E-01,3.20E-05,177.480000,-6.00E-01,-1.40E-04,0.177480
"18,876",5.00E-01,3.09E-05,177.500000,-6.00E-01,-1.38E-04,0.177500
"18,877",5.00E-01,3.05E-05,177.520000,-6.00E-01,-1.39E-04,0.177520
"18,878",5.00E-01,3.11E-05,177.540000,-6.00E-01,-1.38E-04,0.177540
"18,879",5.00E-01,3.04E-05,177.560000,-6.00E-01,-1.40E-04,0.177560
"18,880",5.00E-01,3.08E-05,177.580000,-6.00E-01,-1.39E-04,0.177580
"18,881",5.00E-01,3.16E-05,177.600000,-6.00E-01,-1.40E-04,0.177600
"18,882",5.00E-01,3.02E-05,177.620000,-6.00E-01,-1.40E-04,0.177620
"18,883",5.00E-01,3.24E-05,177.640000,-6.00E-01,-1.38E-04,0.177640
"18,884",5.00E-01,3.14E-05,177.660000,-6.00E-01,-1.40E-04,0.177660
"18,885",5.00E-01,2.94E-05,177.680000,-6.00E-01,-1.39E-04,0.177680
"18,886",5.00E-01,3.15E-05,177.700000,-6.00E-01,-1.41E-04,0.177700
"18,887",5.00E-01,2.94E-05,177.720000,-6.00E-01,-1.38E-04,0.177720
"18,888",5.00E-01,3.01E-05,177.740000,-6.00E-01,-1.40E-04,0.177740
"18,889",5.00E-01,3.10E-05,177.760000,-6.00E-01,-1.41E-04,0.177760
"18,890",5.00E-01,2.96E-05,177.780000,-6.00E-01,-1.39E-04,0.177780
"18,891",5.00E-01,3.14E-05,177.800000,-6.00E-01,-1.40E-04,0.177800
"18,892",5.00E-01,2.91E-05,177.820000,-6.00E-01,-1.39E-04,0.177820
"18,893",5.00E-01,3.07E-05,177.840000,-6.00E-01,-1.41E-04,0.177840
"18,894",5.00E-01,3.03E-05,177.860000,-6.00E-01,-1.39E-04,0.177860
"18,895",5.00E-01,3.20E-05,177.880000,-6.00E-01,-1.41E-04,0.177880
"18,896",5.00E-01,3.11E-05,177.900000,-6.00E-01,-1.39E-04,0.177900
"18,897",5.00E-01,3.00E-05,177.920000,-6.00E-01,-1.40E-04,0.177920
"18,898",5.00E-01,3.09E-05,177.940000,-6.00E-01,-1.38E-04,0.177940
"18,899",5.00E-01,3.12E-05,177.960000,-6.00E-01,-1.39E-04,0.177960
"18,900",5.00E-01,3.09E-05,177.980000,-6.00E-01,-1.40E-04,0.177980
"18,901",5.00E-01,3.09E-05,178.000000,-6.00E-01,-1.38E-04,0.178000
"18,902",4.99E-01,2.96E-05,178.020000,-6.00E-01,-1.39E-04,0.178020
"18,903",5.00E-01,3.02E-05,178.040000,-6.00E-01,-1.40E-04,0.178040
"18,904",5.00E-01,3.08E-05,178.060000,-6.00E-01,-1.39E-04,0.178060
"18,905",5.00E-01,2.97E-05,178.080000,-6.00E-01,-1.38E-04,0.178080
"18,906",5.00E-01,3.10E-05,178.100000,-6.00E-01,-1.39E-04,0.178100
"18,907",5.00E-01,3.11E-05,178.120000,-6.00E-01,-1.39E-04,0.178120
"18,908",5.00E-01,3.14E-05,178.140000,-6.00E-01,-1.39E-04,0.178140
"18,909",5.00E-01,3.15E-05,178.160000,-6.00E-01,-1.41E-04,0.178160
"18,910",5.00E-01,3.11E-05,178.180000,-6.00E-01,-1.40E-04,0.178180
"18,911",5.00E-01,3.14E-05,178.200000,-6.00E-01,-1.40E-04,0.178200
"18,912",5.00E-01,3.09E-05,178.220000,-6.00E-01,-1.40E-04,0.178220
"18,913",5.00E-01,3.02E-05,178.240000,-6.00E-01,-1.40E-04,0.178240
"18,914",5.00E-01,3.18E-05,178.260000,-6.00E-01,-1.40E-04,0.178260
"18,915",5.00E-01,3.13E-05,178.280000,-6.00E-01,-1.39E-04,0.178280
"18,916",5.00E-01,3.21E-05,178.300000,-6.00E-01,-1.38E-04,0.178300
"18,917",5.00E-01,3.16E-05,178.320000,-6.00E-01,-1.39E-04,0.178320
"18,918",5.00E-01,3.00E-05,178.340000,-6.00E-01,-1.39E-04,0.178340
"18,919",5.00E-01,3.14E-05,178.360000,-6.00E-01,-1.41E-04,0.178360
"18,920",5.00E-01,3.05E-05,178.380000,-6.00E-01,-1.40E-04,0.178380
"18,921",5.00E-01,3.16E-05,178.400000,-6.00E-01,-1.40E-04,0.178400
"18,922",5.00E-01,3.05E-05,178.420000,-6.00E-01,-1.40E-04,0.178420
"18,923",5.00E-01,2.94E-05,178.440000,-6.00E-01,-1.39E-04,0.178440
"18,924",5.00E-01,3.04E-05,178.460000,-6.00E-01,-1.40E-04,0.178460
"18,925",5.00E-01,3.11E-05,178.480000,-6.00E-01,-1.40E-04,0.178480
"18,926",5.00E-01,3.08E-05,178.500000,-6.00E-01,-1.38E-04,0.178500
"18,927",5.00E-01,3.18E-05,178.520000,-6.00E-01,-1.40E-04,0.178520
"18,928",5.00E-01,3.03E-05,178.540000,-6.00E-01,-1.39E-04,0.178540
"18,929",5.00E-01,3.11E-05,178.560000,-6.00E-01,-1.41E-04,0.178560
"18,930",5.00E-01,2.90E-05,178.580000,-6.00E-01,-1.37E-04,0.178580
"18,931",5.00E-01,3.00E-05,178.600000,-6.00E-01,-1.39E-04,0.178600
"18,932",5.00E-01,3.09E-05,178.620000,-6.00E-01,-1.39E-04,0.178620
"18,933",5.00E-01,3.10E-05,178.640000,-6.00E-01,-1.40E-04,0.178640
"18,934",5.00E-01,3.14E-05,178.660000,-6.00E-01,-1.39E-04,0.178660
"18,935",5.00E-01,3.12E-05,178.680000,-6.00E-01,-1.38E-04,0.178680
"18,936",5.00E-01,2.97E-05,178.700000,-6.00E-01,-1.39E-04,0.178700
"18,937",5.00E-01,3.00E-05,178.720000,-6.00E-01,-1.39E-04,0.178720
"18,938",5.00E-01,3.01E-05,178.740000,-6.00E-01,-1.40E-04,0.178740
"18,939",5.00E-01,3.05E-05,178.760000,-6.00E-01,-1.40E-04,0.178760
"18,940",5.00E-01,3.19E-05,178.780000,-6.00E-01,-1.39E-04,0.178780
"18,941",5.00E-01,2.90E-05,178.800000,-6.00E-01,-1.39E-04,0.178800
"18,942",5.00E-01,3.11E-05,178.820000,-6.00E-01,-1.39E-04,0.178820
"18,943",5.00E-01,3.06E-05,178.840000,-6.00E-01,-1.40E-04,0.178840
"18,944",5.00E-01,3.05E-05,178.860000,-6.00E-01,-1.39E-04,0.178860
"18,945",5.00E-01,3.10E-05,178.880000,-6.00E-01,-1.39E-04,0.178880
"18,946",5.00E-01,3.15E-05,178.900000,-6.00E-01,-1.39E-04,0.178900
"18,947",5.00E-01,3.16E-05,178.920000,-6.00E-01,-1.40E-04,0.178920
"18,948",5.00E-01,2.92E-05,178.940000,-6.00E-01,-1.39E-04,0.178940
"18,949",5.00E-01,3.08E-05,178.960000,-6.00E-01,-1.38E-04,0.178960
"18,950",5.00E-01,3.02E-05,178.980000,-6.00E-01,-1.39E-04,0.178980
"18,951",5.00E-01,3.06E-05,179.000000,-6.00E-01,-1.39E-04,0.179000
"18,952",5.00E-01,3.01E-05,179.020000,-6.00E-01,-1.41E-04,0.179020
"18,953",5.00E-01,2.96E-05,179.040000,-6.00E-01,-1.40E-04,0.179040
"18,954",5.00E-01,2.96E-05,179.060000,-6.00E-01,-1.39E-04,0.179060
"18,955",5.00E-01,2.99E-05,179.080000,-6.00E-01,-1.41E-04,0.179080
"18,956",5.01E-01,3.19E-05,179.100000,-6.00E-01,-1.40E-04,0.179100
"18,957",5.00E-01,3.23E-05,179.120000,-6.00E-01,-1.39E-04,0.179120
"18,958",5.00E-01,3.22E-05,179.140000,-6.00E-01,-1.39E-04,0.179140
"18,959",5.00E-01,3.04E-05,179.160000,-6.00E-01,-1.38E-04,0.179160
"18,960",5.00E-01,3.08E-05,179.180000,-6.00E-01,-1.39E-04,0.179180
"18,961",5.00E-01,3.16E-05,179.200000,-6.00E-01,-1.39E-04,0.179200
"18,962",5.00E-01,3.02E-05,179.220000,-6.00E-01,-1.39E-04,0.179220
"18,963",5.00E-01,3.14E-05,179.240000,-6.00E-01,-1.39E-04,0.179240
"18,964",5.00E-01,3.21E-05,179.260000,-6.00E-01,-1.40E-04,0.179260
"18,965",5.00E-01,3.10E-05,179.280000,-6.00E-01,-1.38E-04,0.179280
"18,966",5.00E-01,3.00E-05,179.300000,-6.00E-01,-1.39E-04,0.179300
"18,967",5.00E-01,3.19E-05,179.320000,-6.00E-01,-1.39E-04,0.179320
"18,968",5.00E-01,3.01E-05,179.340000,-6.00E-01,-1.39E-04,0.179340
"18,969",5.00E-01,3.14E-05,179.360000,-6.00E-01,-1.38E-04,0.179360
"18,970",5.00E-01,2.93E-05,179.380000,-6.00E-01,-1.38E-04,0.179380
"18,971",5.00E-01,3.18E-05,179.400000,-6.00E-01,-1.40E-04,0.179400
"18,972",5.00E-01,2.89E-05,179.420000,-6.00E-01,-1.40E-04,0.179420
"18,973",5.00E-01,3.10E-05,179.440000,-6.00E-01,-1.39E-04,0.179440
"18,974",5.00E-01,3.06E-05,179.460000,-6.00E-01,-1.39E-04,0.179460
"18,975",5.00E-01,2.95E-05,179.480000,-6.00E-01,-1.38E-04,0.179480
"18,976",5.00E-01,3.06E-05,179.500000,-6.00E-01,-1.39E-04,0.179500
"18,977",5.00E-01,2.89E-05,179.520000,-6.00E-01,-1.38E-04,0.179520
"18,978",5.00E-01,3.07E-05,179.540000,-6.00E-01,-1.38E-04,0.179540
"18,979",5.00E-01,2.91E-05,179.560000,-6.00E-01,-1.39E-04,0.179560
"18,980",5.00E-01,3.03E-05,179.580000,-6.00E-01,-1.38E-04,0.179580
"18,981",5.00E-01,2.99E-05,179.600000,-6.00E-01,-1.39E-04,0.179600
"18,982",5.00E-01,3.08E-05,179.620000,-6.00E-01,-1.41E-04,0.179620
"18,983",5.00E-01,3.02E-05,179.640000,-6.00E-01,-1.40E-04,0.179640
"18,984",5.00E-01,2.94E-05,179.660000,-6.00E-01,-1.39E-04,0.179660
"18,985",5.00E-01,3.06E-05,179.680000,-6.00E-01,-1.39E-04,0.179680
"18,986",5.00E-01,3.19E-05,179.700000,-6.00E-01,-1.40E-04,0.179700
"18,987",5.00E-01,2.99E-05,179.720000,-6.00E-01,-1.40E-04,0.179720
"18,988",5.00E-01,3.02E-05,179.740000,-6.00E-01,-1.40E-04,0.179740
"18,989",5.00E-01,3.06E-05,179.760000,-6.00E-01,-1.39E-04,0.179760
"18,990",5.00E-01,3.08E-05,179.780000,-6.00E-01,-1.39E-04,0.179780
"18,991",5.00E-01,3.11E-05,179.800000,-6.00E-01,-1.40E-04,0.179800
"18,992",5.00E-01,3.03E-05,179.820000,-6.00E-01,-1.39E-04,0.179820
"18,993",5.00E-01,2.95E-05,179.840000,-6.00E-01,-1.39E-04,0.179840
"18,994",5.00E-01,2.99E-05,179.860000,-6.00E-01,-1.39E-04,0.179860
"18,995",5.00E-01,3.07E-05,179.880000,-6.00E-01,-1.39E-04,0.179880
"18,996",5.00E-01,3.24E-05,179.900000,-6.00E-01,-1.39E-04,0.179900
"18,997",5.00E-01,3.12E-05,179.920000,-6.00E-01,-1.39E-04,0.179920
"18,998",5.00E-01,3.00E-05,179.940000,-6.00E-01,-1.37E-04,0.179940
"18,999",5.01E-01,3.11E-05,179.960000,-6.00E-01,-1.40E-04,0.179960
"19,000",5.00E-01,2.82E-05,179.980000,-6.00E-01,-1.39E-04,0.179980
